SL,Name of the Manufacturer,Brand Name,Generic Name,Strength,Dosages Description,Use For,DAR
1646,Renata Limited,Anorexon DS Vet,Choline Bitartrate + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Thiamine Mononitrate (B1),18.2 mg + 100 mg + 40 mcg + 200 mg + 50 mg,Bolus,Veterinary,002-0731-077
1647,Renata Limited,Renaspirin,Acetylsalicylic Acid + Ascorbic Acid,60 gm + 6.65 gm,Sached Powder,Veterinary,002-0733-077
1648,Renata Limited,Ectorid (Vet) Inj,Imidocarb dipropionate,9.35 mg/ml,Injection,Veterinary,002-0242-077
1649,Renata Limited,Melocam (Vet),Meloxicam,50 mg/10 ml,Injection,Veterinary,002-0772-077
1650,Renata Limited,Fevenil (Vet),Tolfenamic Acid,4 gm/100 ml,Injection,Veterinary,002-0771-077
1651,Renata Limited,Melocam (Vet),Meloxicam,100 mg,Bolus,Veterinary,002-0774-007
1652,Renata Limited,Myco-Out (Vet),Bromhexine + Erythromycin + Neomycin + Sulfadimidine + Trimethoprim,1.5 mg + 25 mg + 35 mg + 100 mg + 18 mg,Powder,Veterinary,002-0775-007
1653,Renata Limited,Iveclor (Vet),Clorsulon + Ivermectin,500 mg + 50 mg/5 ml,Injection,Veterinary,002-0776-007
1654,Renata Limited,Tylvaren (Vet),Tylvalosin,62.5 gm/100 gm,Water Soluble Powder,Veterinary,002-0782-077
1655,Renata Limited,Flumixine-10 Vet,Flunixin,500 mg/10 ml,Injection,Veterinary,002-0792-077
1656,Renata Limited,Flumixine-30 (Vet),Flunixin,1.5 gm/30 ml,Injection,Veterinary,002-0793-077
1657,Renata Limited,Flumixine-50 Vet,Flunixin,2.5 gm/50 ml,Injection,Veterinary,002-0794-077
1658,Renata Limited,Flumixine-100 (Vet),Flunixin,5 gm/100 ml,Injection,Veterinary,002-0795-077
1659,Renata Limited,Renaflox (Vet),Ciprofloxacin,50 mg/ml,Injection,Veterinary,002-0802-077
1660,Renata Limited,Gentaren-20 Vet,Gentamicin,20 gm/100 gm,Oral Powder,Veterinary,002-0820-077
1661,Renata Limited,Neoren-50 Vet,Neomycin Sulphate,50 gm/100 gm,Powder,Veterinary,002-0821-077
1662,Renata Limited,Predexanol Plus Vet,Dexamethasone Sodium Phosphate + Prednisolone,400 mg + 2000 mg/100 ml,Injection,Veterinary,002-0822-077
1663,Renata Limited,Pyralgin (Vet),Paracetamol,50 gm/100 gm,Water Soluble Powder,Veterinary,002-0882-077
1664,Renata Limited,Renaflor,Florfenicol,20 gm/100 ml,Oral Solution,Veterinary,002-0886-077
1665,Renata Limited,Iveren (Vet) Oral Solution,Ivermectin,1 gm/100 gm,Solution,Veterinary,002-0916-077
1666,Renata Limited,Tylophos (Vet),Tylosin,250000 IU/gm,Powder,Veterinary,002-0917-077
1667,Renata Limited,Dexaren (Vet),Dexamethasone,2 mg/ml,Injection,Veterinary,002-0931-077
1668,Renata Limited,Dexaren (Vet),Dexamethasone Sodium Phosphate,2 mg/ml,Injection,Veterinary,002-0932-077
1669,Renata Limited,Dexaren (Vet) 100 ml,Dexamethasone Sodium Phosphate,200 mg/100 ml,Injection,Veterinary,002-0933-077
1670,Renata Limited,Lincoren-40 Vet,Lincomycin,400 mg/gm,Water Soluble Powder,Veterinary,002-0934-077
1671,Renata Limited,Rentocin (Vet),Oxytocin,100 IU/10 ml,Injection,Veterinary,002-0935-077
1672,Renata Limited,Alluren (Vet),Allopurinol,5 gm/100 gm,Powder,Veterinary,002-0946-077
1673,Renata Limited,Febenazol (Vet),Fenbendazole,250 mg,Bolus,Veterinary,002-0947-077
1674,Renata Limited,Renamic (Vet),Tranexamic Acid,1 gm/10 ml,Injection,Veterinary,002-0948-077
1675,Renata Limited,Renadex-DS (Vet),Levamisole + Triclabendazole,1.2 gm + 1.8 gm,Bolus,Veterinary,002-1024-077
1676,Renata Limited,Hexi-Ren (Vet),Bromhexine Hydrochloride,100 mg,Bolus,Veterinary,002-1025-077
1677,Renata Limited,Futic (Vet) Bolus,Furosemide,2 gm,Bolus,Veterinary,002-1026-077
1678,Renata Limited,Rena Sel-E (Vet) 10,Sodium Selenate + Vitamin E,.5 mg + 50 mg/ml,Injection,Veterinary,002-1027-077
1679,Renata Limited,Rena Sel-E (Vet) 30,Sodium Selenate + Vitamin E,15 mg + 1.5 gm/30 ml,Injection,Veterinary,002-1028-077
1680,Renata Limited,Dexaren (Vet),Dexamethasone,10 mg,Bolus,Veterinary,002-1029-077
1681,Renata Limited,Renaflox (Vet),Ciprofloxacin,1 gm,Bolus,Veterinary,002-1030-077
1682,Renata Limited,P-20 (Vet) 10,Prednisolone Sodium Phosphate,200 mg/10 ml,Injection,Veterinary,002-1031-077
1683,Renata Limited,P-20 (Vet) 50,Prednisolone Sodium Phosphate,1 gm/50 ml,Injection,Veterinary,002-1032-077
1684,Renata Limited,P-20 (Vet) 100,Prednisolone Sodium Phosphate,2 gm/100 ml,Injection,Veterinary,002-1033-077
1685,Renata Limited,Marboren (Vet),Marbofloxacin,50 mg,Bolus,Veterinary,002-1081-077
1686,Renata Limited,Marboren DS,Marbofloxacin,100 mg,Bolus,Veterinary,002-1082-077
1687,Renata Limited,Marboren (Vet) 10,Marbofloxacin,1 gm/10 ml,Injection,Veterinary,002-1083-077
1688,Renata Limited,Marboren (Vet)-30,Marbofloxacin,3 gm/30 ml,Injection,Veterinary,002-1084-077
1689,Renata Limited,Marboren (Vet)-100,Marbofloxacin,10 gm/100 ml,Injection,Veterinary,002-1085-077
1690,Renata Limited,Rena-BKC Solution,Benzalkonium Chloride,80 gm/100 ml,Solution,Veterinary,002-1086-077
1691,Renata Limited,Rena-Lax (Vet),Liquid Paraffin + Magnesium Hydroxide,25 ml + 6 gm/100 ml,Oral Emulsion,Veterinary,002-1105-077
1692,Rephco Pharmaceuticals Ltd.,Remectin Vet,Ivermectin,1 gm/100 gm,Solution,Veterinary,047-0223-077
1693,Rephco Pharmaceuticals Ltd.,Oxyrep Vet,Oxytetracycline,20 gm/100 gm,Powder,Veterinary,047-0226-077
1694,"Renata Limited, Gazipur",Pronapen 40 Lac,Benzyl Penicillin + Procaine Penicillin,10 Lac IU + 30 Lac IU,Injection,Veterinary,353-0016-077
1695,"Renata Limited, Gazipur",Streptopen,Benzylpenicillin + Procaine Penicillin + Streptomycin,4 Lac IU + 20 Lac IU + .5 gm,Injection,Veterinary,353-0017-077
1696,"Renata Limited, Gazipur",Streptopen,Benzylpenicillin + Procaine Penicillin + Streptomycin,5 Lac IU + 15 Lac IU + 2.5 gm/vial,Injection,Veterinary,353-0018-077
1697,"Renata Limited, Gazipur",Renamox 500,Amoxicillin,500 mg,Bolus,Veterinary,353-0026-077
1698,"Renata Limited, Gazipur",Renacef 1 gm IM,Ceftriaxone,1 gm/vial,Injection,Veterinary,353-0037-077
1699,"Renata Limited, Gazipur",Renacef 2gm IM,Ceftriaxone,2 gm/vial,Injection,Veterinary,353-0038-077
1700,"Renata Limited, Gazipur",Renamox 15%,Amoxicillin,15%,Powder,Veterinary,353-0045-077
1701,"Renata Limited, Gazipur",Renamox 30%,Amoxicillin,30%,Powder,Veterinary,353-0046-077
1702,"Renata Limited, Gazipur",Ceftiren-1 gm Injection (Vet),Ceftiofur,1 gm/vial,Injection,Veterinary,353-0081-077
1703,"Renata Limited, Gazipur",Ceftiren-0.5 gm Inj (Vet),Ceftiofur,500 mg/vial,Injection,Veterinary,353-0080-077
1704,"Renata Limited, Gazipur",Renamox 1 (Vet),Amoxicillin,1 gm,Injection,Veterinary,353-0201-077
1705,"Renata Limited, Gazipur",Renamox-1.5 (Vet),Amoxicillin,1.5 gm/10 ml,Injection,Veterinary,353-0202-077
1706,"Renata Limited, Gazipur",Renamox-2 (Vet),Amoxicillin,2 gm/vial,Injection,Veterinary,353-0203-077
1707,"Renata Limited, Gazipur",AC-REN (Vet),Amoxicillin + Clavulanic Acid,800 mg + 200 mg,Bolus,Veterinary,353-0404-077
1708,RN Pharmaceuticals,Bendasol Vet,Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,Veterinary,172-0018-077
1709,RN Pharmaceuticals,Q-Vet,Ciprofloxacin,750 mg,Bolus,Veterinary,172-0019-077
1710,RN Pharmaceuticals,Retet Vet,Oxytetracycline,1 gm,Bolus,Veterinary,172-0020-077
1711,RN Pharmaceuticals,DIS-Vet,Metronidazole,2 gm,Bolus,Veterinary,172-0023-077
1712,RN Pharmaceuticals,Abandi Vet,Albendazole,600 mg,Bolus,Veterinary,172-0024-077
1713,RN Pharmaceuticals,Retate,Oxytetracycline,500 mg,Bolus,Veterinary,172-0038-077
1714,"Square Pharmaceuticals PLC, Pabna",Almex,Albendazole,600 mg,Bolus,Veterinary,012-0355-077
1715,"Square Pharmaceuticals PLC, Pabna",Ampicin,Ampicillin,1 gm,IV/IM Injection,Veterinary,012-0483-077
1716,"Square Pharmaceuticals PLC, Pabna",Anthista,Pheniramine Maleate,22.75 mg/ml,Injection,Veterinary,012-0480-077
1717,"Square Pharmaceuticals PLC, Pabna",B 50,Calcium d-Pantothenate + DL-Methionine + Inositol + Nicotinamide + Vitamin B1 + Vitamin B12 + Vitamin B2 + Vitamin B6,10 mg + 5 mg + 2 mg + 100 mg + 50 mg + 2 mcg + 5 mg + 5 mg/ml,Injection,Veterinary,012-0563-077
1718,"Square Pharmaceuticals PLC, Pabna",Bipen 40 LAC,Benzyl Penicillin,40 Lac Unit,Injection,Veterinary,012-0443-077
1719,"Square Pharmaceuticals PLC, Pabna",Cotra,Chlortetracycline Hydrochloride,20 gm/100 gm,Powder,Veterinary,012-0356-077
1720,"Square Pharmaceuticals PLC, Pabna",Cotrim,Sulphamethoxazole + Trimethoprim,10 gm + 2 gm/100 ml,Suspension,Veterinary,012-0449-077
1721,"Square Pharmaceuticals PLC, Pabna",Cotrim,Sulphamethoxazole + Trimethoprim,1000 mg + 200 mg,Bolus,Veterinary,012-0357-077
1722,"Square Pharmaceuticals PLC, Pabna",Dimi,Sulphadimidine,33.3 gm/100 ml,Injection,Veterinary,012-0479-077
1723,"Square Pharmaceuticals PLC, Pabna",Doxacil,Doxycycline,100 mg/gm,Powder,Veterinary,012-0358-077
1724,"Square Pharmaceuticals PLC, Pabna",Elcaris,Levamisole,30 gm/100 gm,Powder,Veterinary,012-0484-077
1725,"Square Pharmaceuticals PLC, Pabna",Elcaris,Levamisole,600 mg,Bolus,Veterinary,012-0448-077
1726,"Square Pharmaceuticals PLC, Pabna",Enflox,Enrofloxacin,100 mg/ml,Solution,Veterinary,012-0482-077
1727,"Square Pharmaceuticals PLC, Pabna",Genacyn,Gentamicin,50 mg/ml,Injection,Veterinary,012-0360-077
1728,"Square Pharmaceuticals PLC, Pabna",Mifenil,Boric Acid + Calcium Gluconate + Dextrose Anhydrous + Magnesium Hypophosphite,42 mg + 208 mg + 22 mg + 50 mg,Injection,Veterinary,012-0447-077
1729,"Square Pharmaceuticals PLC, Pabna",Moxacil 30%,Amoxicillin,30%,Powder,Veterinary,012-0361-077
1730,"Square Pharmaceuticals PLC, Pabna",Moxacil 10%,Amoxicillin,10%,Powder,Veterinary,012-0561-077
1731,"Square Pharmaceuticals PLC, Pabna",Otetra,Oxytetracycline,20 gm/100 ml,Injection,Veterinary,012-0446-077
1732,"Square Pharmaceuticals PLC, Pabna",Otetra,Oxytetracycline,500 mg,Bolus,Veterinary,012-0365-077
1733,"Square Pharmaceuticals PLC, Pabna",Otetra,Oxytetracycline,5 gm/100 ml,Injection,Veterinary,012-0362-077
1734,"Square Pharmaceuticals PLC, Pabna",Piper 100,Piperazine,100%,Powder,Veterinary,012-0363-077
1735,"Square Pharmaceuticals PLC, Pabna",Stomaplex,Amonium Bicarbonate + Gentian Violet + Ginger + Nux vomica + Sodium Bicarbonate,25 gm + 1.5 gm + 1.5 gm + 7 gm + 65 gm/100 gm,Powder,Veterinary,012-0562-077
1736,"Square Pharmaceuticals PLC, Pabna",Sumid,Sulphanilamide,100%,Powder,Veterinary,012-0364-077
1737,"Square Pharmaceuticals PLC, Pabna",Tam 20%,Tylosin,20 gm/100 gm,Powder,Veterinary,012-0560-077
1738,"Square Pharmaceuticals PLC, Pabna",Trilev,Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,Veterinary,012-0490-077
1739,"Square Pharmaceuticals PLC, Pabna",Triplex,Sulphadiazine + Sulphadimidine + Sulphapyridine,1.666 gm + 1.666 gm + 1.666 gm,Bolus,Veterinary,012-0478-077
1740,"Square Pharmaceuticals PLC, Pabna",Sulprimvet,Sulphadiazine + Trimethoprim,40 gm + 8 gm/100 ml,Suspension,Veterinary,012-0481-077
1741,"Square Pharmaceuticals PLC, Pabna",Otetra-Vet,Oxytetracycline,50 gm/100 gm,Powder,Veterinary,012-0768-077
1742,"Square Pharmaceuticals PLC, Pabna",Moxacil (Vet),Amoxicillin,1 gm,Injection,Veterinary,012-0931-077
1743,"Square Pharmaceuticals PLC, Pabna",Genacyn-Vet,Gentamicin,100 mg/ml,Injection,Veterinary,012-0938-077
1744,"Square Pharmaceuticals PLC, Pabna",ACE-Vet,Paracetamol,2 gm,Bolus,Veterinary,012-0970-077
1745,"Square Pharmaceuticals PLC, Pabna",Buphos-Vet,Butaphosphan + Cyanocobalamin,10 gm + 5 mg/100 ml,Injection,Veterinary,012-0971-077
1746,"Square Pharmaceuticals PLC, Pabna",Amodis Vet,Metronidazole,2 gm,Bolus,Veterinary,012-0993-077
1747,"Square Pharmaceuticals PLC, Pabna",Otetra Vet,Oxytetracycline,10 gm/100 ml,Injection,Veterinary,012-0995-077
1748,"Square Pharmaceuticals PLC, Pabna",Parasitin Vet,Ivermectin,1 gm/100 ml,Injection,Veterinary,012-0997-077
1749,"Square Pharmaceuticals PLC, Pabna",Stiagen Vet,Tiamulin Hydrogen Fumerate,45%,Powder,Veterinary,012-0998-077
1750,"Square Pharmaceuticals PLC, Pabna",Es-ADE,Vitamin A + Vitamin D3 + Vitamin E,100 Lac IU + 20 Lac IU + 2 gm,Liquid,Veterinary,012-0996-077
1751,"Square Pharmaceuticals PLC, Pabna",Ectonil Vet,Metriphonate,100%,Powder,Veterinary,012-1141-077
1752,"Square Pharmaceuticals PLC, Pabna",Mucospel-Vet,Bromhexine Hydrochloride,10 mg/gm,Powder,Veterinary,012-1168-077
1753,"Square Pharmaceuticals PLC, Pabna",Betamin Vet,Ascorbic Acid + Betaine + Calcium Chloride Dihydrate + Magnesium Chloride Hexahydrate + Potassium Chloride + Sodium Chloride,9 gm + 25 gm + 4 gm + 400 mg + 200 mg + 2 gm/100 ml,Oral Solution,Veterinary,012-1201-
1754,"Square Pharmaceuticals PLC, Pabna",Ciprocin Vet,Ciprofloxacin,1 gm,Bolus,Veterinary,012-1205-077
1755,"Square Pharmaceuticals PLC, Pabna",Hempro-Vet Plus,Cyanocobalamin + Iron (Iii) Hydroxide Dextran Complex,20 mg + 20 gm/100 ml,Injection,Veterinary,012-1199-077
1756,"Square Pharmaceuticals PLC, Pabna",Hempro Vet,Iron (Iii) Hydroxide Dextran Complex,20 gm/100 ml,Injection,Veterinary,012-1198-077
1757,"Square Pharmaceuticals PLC, Pabna",Babcop Vet,Diminazine Aceturate + Phenazone,7 gm + 37.5 gm/100 ml,Injection,Veterinary,012-1203-077
1758,"Square Pharmaceuticals PLC, Pabna",Moxaclav-Vet,Amoxicillin + Clavulanic Acid,140 mg + 35 mg/ml,Injection,Veterinary,012-1202-077
1759,"Square Pharmaceuticals PLC, Pabna",E-Sel Solution,Sodium Selenate + Vitamin E,50 mg + 10 gm/100 ml,Oral Solution,Veterinary,012-0943-077
1760,"Square Pharmaceuticals PLC, Pabna",Coxitril Vet,Toltrazuril,2.5 gm/100 ml,Oral Liquid,Veterinary,012-1216-077
1761,"Square Pharmaceuticals PLC, Pabna",Otetra Vet 20,Oxytetracycline,20 gm/100 gm,Powder,Veterinary,012-1217-077
1762,"Square Pharmaceuticals PLC, Pabna",Tozan Vet,Oxyclozanide + Tetramisole Hydrochloride,1.4 gm + 2 gm,Bolus,Veterinary,012-1218-077
1763,"Square Pharmaceuticals PLC, Pabna",Trilve Vet,Levamisole + Triclabendazole,750 mg + 1.2 gm,Bolus,Veterinary,012-1219-077
1764,"Square Pharmaceuticals PLC, Pabna",Iverzol Vet,Ivermectin + Triclabendazole,200 mg + 12 gm/100 ml,Suspension,Veterinary,012-1220-077
1765,"Square Pharmaceuticals PLC, Pabna",Peuritar Vet,Sodium Dichloroisocyanurate,1670 mg,Tablet,Veterinary,012-1221-077
1766,"Square Pharmaceuticals PLC, Pabna",Tilcosin Vet,Tilmicosin,250 mg/ml,Oral Solution,Veterinary,012-1225-077
1767,"Square Pharmaceuticals PLC, Pabna",Prazitel Vet,Praziquantel + Pyrantel,18.2 mg + 72.6 mg,Bolus,Veterinary,012-1227-077
1768,"Square Pharmaceuticals PLC, Pabna",Fenthel Vet,Fenbendazole,10 gm/100 ml,Suspension,Veterinary,012-1228-077
1769,"Square Pharmaceuticals PLC, Pabna",Zansol Vet,Levamisole + Oxyclozanide,15 mg + 30 mg/ml,Suspension,Veterinary,012-1229-077
1770,"Square Pharmaceuticals PLC, Pabna",Tofenac Vet,Tolfenamic Acid,4 gm/100 ml,Injection,Veterinary,012-1230-077
1771,"Square Pharmaceuticals PLC, Pabna",Coxitril Vet,Toltrazuril,5 gm/100 ml,Suspension,Veterinary,012-1231-077
1772,"Square Pharmaceuticals PLC, Pabna",Multivit-Vet,Dexpanthanol + Nicotinamide + Vitamin A + Vitamin B1 + Vitamin B12 + Vitamin B2 + Vitamin B3 + Vitamin B6 + Vitamin E,2.5 gm + 3.5 gm + 1500000 IU + 1 gm + 2.5 gm + .5 gm + 2.5 mg + .3 gm + 2 gm/100 ml,Injection,Veterinary,012-1232-077
1773,"Square Pharmaceuticals PLC, Pabna",E-Sel Vet,Selenium + Vitamin E,.1 gm + 5 gm/100 ml,Injection,Veterinary,012-1233-077
1774,"Square Pharmaceuticals PLC, Pabna",Otetra-Vet LA,Oxytetracycline,200 mg/ml,Injection,Veterinary,012-1250-077
1775,"Square Pharmaceuticals PLC, Pabna",Amprium Vet Powder,Amprolium,20%,Powder,Veterinary,012-1261-077
1776,"Square Pharmaceuticals PLC, Pabna",Amodis-Vet,Metronidazole,30 gm/100 gm,Water Soluble Powder,Veterinary,012-1354-077
1777,"Square Pharmaceuticals PLC, Pabna",Maroxacin-Vet Inj,Marbofloxacin,100 mg/ml,Injection,Veterinary,012-1457-077
1778,"Square Pharmaceuticals PLC, Pabna",Fusid Vet,Furosemide,2 gm,Bolus,Veterinary,012-1477-077
1779,"Square Pharmaceuticals PLC, Pabna",Necrocin-Vet,Enramycin,8 gm/100 gm,Powder,Veterinary,012-1476-077
1780,"Square Pharmaceuticals PLC, Pabna",Floricol - vet,Florfenicol,20 gm/100 ml,Oral Solution,Veterinary,012-1474-077
1781,"Square Pharmaceuticals PLC, Pabna",Erisen-vet,Erythromycin Thiocyanate + Sulphadiazine + Trimethoprim,18 gm + 15 gm + 3 gm/100 gm,Powder,Veterinary,012-0941-077
1782,"Square Pharmaceuticals PLC, Pabna",562,Ammonium Bicarbonate + Gentian + Ginger + Nux vomica + Sodium Bicarbonate,25 gm + 1.5 gm + 1.5 gm + 7 gm + 65 gm/100 gm,Powder,Veterinary,012-0562-077
1783,"Square Pharmaceuticals PLC, Pabna",Maroxacin vet,Marbofloxacin,100 mg,Bolus,Veterinary,012-1482-077
1784,"Square Pharmaceuticals PLC, (Chemical Division)",Moxacil Vet,Amoxicillin,30%,Powder,Veterinary,298-0081-077
1785,"Square Pharmaceuticals PLC, (Chemical Division)",Ampicin Vet,Ampicillin,2 gm,Injection,Veterinary,298-0082-077
1786,"Square Pharmaceuticals PLC, (Chemical Division)",Bipen Vet 40,Benzyl Penicillin + Procaine Penicillin,10 Lac IU + 30 Lac IU,Injection,Veterinary,298-0083-077
1787,"Square Pharmaceuticals PLC, Gazipur",Infudex Vet 25 IV,Dextrose Anhydrous,25 gm/100 ml,IV Infusion,Veterinary,321-0369-077
1788,"Square Pharmaceuticals PLC, Gazipur",Infudex Vet 50 IV,Dextrose Anhydrous,50 gm/100 ml,IV Infusion,Veterinary,321-0370-077
1789,Square Cephalosporins Ltd.,Ceftron-Vet 1G,Ceftriaxone,1 gm/vial,Injection,Veterinary,342-0060-077
1790,Square Cephalosporins Ltd.,Ceftron Vet 2G,Ceftriaxone,2 gm/vial,Injection,Veterinary,342-0059-077
1791,Super Power Pharmaceuticals Ltd.,Supermycin,Oxytetracycline,500 mg,Bolus,Veterinary,299-0007-077
1792,Super Power Pharmaceuticals Ltd.,Cipro SP 10%,Ciprofloxacin,10 gm,Solution,Veterinary,299-0006-077
1793,Super Power Pharmaceuticals Ltd.,Sundex,Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,Veterinary,299-0005-077
1794,Super Power Pharmaceuticals Ltd.,SP-BEN,Albendazole,600 mg,Bolus,Veterinary,299-0001-077
1795,Super Power Pharmaceuticals Ltd.,Rolium 20,Amprolium,20%,Powder,Veterinary,299-0010-077
1796,Super Power Pharmaceuticals Ltd.,Supermycin,Oxytetracycline,20%,Powder,Veterinary,299-0014-077
1797,Super Power Pharmaceuticals Ltd.,Telover 30,Levamisole,30%,Powder,Veterinary,299-0015-077
1798,Super Power Pharmaceuticals Ltd.,Chemonid,Bromhexine + Erythromycin + Neomycin + Sulfadimidine + Trimethoprim,1.5 mg + 25 mg + 35 mg + 100 mg + 18 mg,Powder,Veterinary,299-0016-077
1799,Super Power Pharmaceuticals Ltd.,Supermycin-D,Oxytetracycline,1 gm,Bolus,Veterinary,299-0020-077
1800,Super Power Pharmaceuticals Ltd.,Moondex,Levamisole + Triclabendazole,150 mg + 225 mg,Bolus,Veterinary,299-0021-077
1801,Super Power Pharmaceuticals Ltd.,Mensonil,Niclosamide,1 gm,Bolus,Veterinary,299-0022-077
1802,Super Power Pharmaceuticals Ltd.,Imogent,Catechu + Chalk,10 gm + 150 gm,Powder,Veterinary,299-0023-077
1803,Super Power Pharmaceuticals Ltd.,L.T.M. Killer-EC,Cypermethrin,200 gm/ Litres,Emulsion,Veterinary,299-0026-077
1804,Super Power Pharmaceuticals Ltd.,Therazin WSP,Piperazine,100%,Powder,Veterinary,299-0027-077
1805,Super Power Pharmaceuticals Ltd.,Ringoint Ointment (Veterinary),Benzoic Acid + Salicylic Acid,60 mg + 30 mg/gm,Ointment,Veterinary,299-0028-071
1806,Super Power Pharmaceuticals Ltd.,Indizyme,Amonium Bicarbonate + Gentian Violet + Ginger + Nux vomica + Sodium Bicarbonate,25 gm + 1.5 gm + 1.5 gm + 7 gm + 65 gm/100 gm,Powder,Veterinary,299-0025-077
1807,Super Power Pharmaceuticals Ltd.,Ervinsol,Pyrimethamine + Sulfaquinoxaline Sodium,15 gm + 50 gm/100 ml,Oral Solution,Veterinary,299-0004-077
1808,Super Power Pharmaceuticals Ltd.,Gentarol,Gentamicin,20 gm/100 gm,Oral Powder,Veterinary,299-0029-077
1809,Super Power Pharmaceuticals Ltd.,Cromax,Cephalexin,7.5 gm/100 gm,Oral Powder,Veterinary,299-0030-077
1810,Super Power Pharmaceuticals Ltd.,Nemadex,Mebendazole,750 mg,Bolus,Veterinary,299-0031-077
1811,Super Power Pharmaceuticals Ltd.,Novocox,Amprolium + Sulfaquinoxaline Sodium + Vitamin K,170 gm + 170 gm + 1 gm/KG,Powder,Veterinary,299-0032-077
1812,Super Power Pharmaceuticals Ltd.,Sulpin-3,Sulphadiazine + Sulphadimidine + Sulphapyridine,1.666 gm + 1.666 gm + 1.666 gm,Bolus,Veterinary,299-0034-077
1813,Super Power Pharmaceuticals Ltd.,Nemide,Sulphanilamide,100%,Powder,Veterinary,299-0035-077
1814,Super Power Pharmaceuticals Ltd.,Methucal,Calcium Propionate + Cobalt Carbonate + DL-Methionine + Gentian + Pyridoxine Hydrochloride + Silicon Dioxide,500 gm + 100 mg + 40 gm + 80 gm + 380 mg + 12.5 gm/KG,Powder,Veterinary,299-0037-077
1815,Super Power Pharmaceuticals Ltd.,Acerbullin,Acetylsalicylic Acid + Ascorbic Acid,60 gm + 6.65 gm/100 gm,Powder,Veterinary,299-0038-077
1816,Super Power Pharmaceuticals Ltd.,Diagent (Vet),Chalk + Kaolin,666.67 mg + 333.33 mg/gm,Powder,Veterinary,299-0018-077
1817,Super Power Pharmaceuticals Ltd.,Aperex (Vet),Choline Bitartrate + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Thiamine Mononitrate (B1),9.1 mg + 50 mg + 20 mg + 100 mg + 25 mg,Bolus,Veterinary,299-0024-077
1818,Super Power Pharmaceuticals Ltd.,Autoprim (Vet),Sulphadiazine + Trimethoprim,50 gm + 10 gm/100 ml,Suspension,Veterinary,299-0008-077
1819,Super Power Pharmaceuticals Ltd.,Neozyme (Vet),Ginger + Nux vomica + Sodium Bicarbonate,13.89 gm + 2.78 gm + 83.33 gm/100 gm,Powder,Veterinary,299-0019-077
1820,Super Power Pharmaceuticals Ltd.,Binizol (Vet),Fenbendazole,250 mg,Bolus,Veterinary,299-0039-077
1821,Super Power Pharmaceuticals Ltd.,Oxicide (Vet),Oxyclozanide,1 gm,Bolus,Veterinary,299-0040-077
1822,Super Power Pharmaceuticals Ltd.,Todix (Vet),Metronidazole,2 gm,Bolus,Veterinary,299-0041-077
1823,Super Power Pharmaceuticals Ltd.,R-Ton (Vet),Antimony Potassium Tartrate + Ferrous Sulphate,2 gm + 2 gm,Bolus,Veterinary,299-0042-077
1824,Super Power Pharmaceuticals Ltd.,Ero-pa (Vet),Paracetamol,2 gm,Bolus,Veterinary,299-0043-077
1825,Super Power Pharmaceuticals Ltd.,Netrofon (Vet),Trichlorfon,100%,Powder,Veterinary,299-0044-077
1826,Super Power Pharmaceuticals Ltd.,Toltarex (Vet),Toltrazuril,2.5 gm/100 ml,Solution,Veterinary,299-0045-077
1827,Super Power Pharmaceuticals Ltd.,Bloat Kill (Vet),Simethicone,1 gm/100 ml,Emulsion,Veterinary,299-0046-077
1828,Super Power Pharmaceuticals Ltd.,Cipro-SP (Vet),Ciprofloxacin,1 gm,Bolus,Veterinary,299-0048-077
1829,Super Power Pharmaceuticals Ltd.,SP-Ben DS (Vet),Albendazole,1200 mg,Bolus,Veterinary,299-0049-077
1830,Super Power Pharmaceuticals Ltd.,SP-Zin (Vet),Promethazine Hydrochloride,150 mg,Bolus,Veterinary,299-0050-077
1831,Super Power Pharmaceuticals Ltd.,Jilocam (Vet),Meloxicam,100 mg,Bolus,Veterinary,299-0051-077
